marca,modelo,año,precio,transmisión,rendimiento,combustible,litros
 Chevrolet , Colorado ,2022," 984,999 ",Automático,11.1,,
 Volkswagen , T-Cross ,2020," 374,999 ",Automático,14.3,,
 Bmw , X2 ,2020," 729,999 ",Automático,14.3,,
 Subaru , Forester ,2021," 697,999 ",Automático,14.5,,
 Nissan , March ,2018," 223,999 ",Manual,16.1,,
 Volkswagen , Jetta Clasico A4 ,2015," 198,999 ",Automático,11.8,,
 Hyundai , Grand i10 ,2021," 275,999 ",Manual,18.2,,
 Chevrolet , Aveo ,2018," 212,999 ",Automático,16.7,,
 Suzuki , Ciaz ,2017," 231,999 ",Automático,17.2,,
 Kia , Sportage ,2019," 419,999 ",Automático,12.7,,
 Hyundai , Elantra ,2018," 268,999 ",Automático,17.5,,
 Volkswagen , Vento ,2018," 230,999 ",Automático,14.3,,
 Nissan , NP 300 ,2018," 420,999 ",Manual,9,,
 Volkswagen , Tiguan ,2013," 268,999 ",Automático,9.9,,
 Mazda , Cx-30 ,2020," 479,999 ",Automático,13.5,,
 Volkswagen , Up ,2017," 187,999 ",Manual,16.4,,
 Mini , Cooper ,2020," 503,999 ",Automático,17.5,Gasolina,1.5
 Kia , Forte ,2017," 251,999 ",Manual,15.9,,
 Seat , Ateca ,2019," 494,999 ",Automático,17.9,,
 Peugeot , 208 ,2019," 284,999 ",Manual,16.9,,
 Kia , Forte ,2016," 235,999 ",Automático,15.9,Gasolina,2
 Buick , Envision ,2017," 410,999 ",Automático,12.7,Gasolina,2
 Volkswagen , Tiguan ,2018," 428,999 ",Automático,14.9,,
 Volkswagen , Jetta A6 ,2018," 272,999 ",Manual,12.3,,2
 Nissan , Sentra ,2015," 215,999 ",Automático,17.2,,1.8
 Bmw , Serie 3 ,2017," 466,999 ",Automático,12,,2
 Mazda , Mazda 3 ,2020," 382,999 ",Automático,9.8,,2.5
 Mini , John Cooper Works ,2018," 552,999 ",Automático,11.1,,2
 Nissan , March ,2018," 203,999 ",Manual,16.1,,1.6
 Mazda , Mazda 3 ,2017," 306,999 ",Automático,10.2,,2.5
 Ford , Eco Sport ,2016," 245,999 ",Automático,12.5,,2
 Dodge , Journey ,2017," 374,999 ",Automático,8.2,,3.6
 Mazda , Mazda 3 ,2016," 267,999 ",Automático,9.8,,2.5
 Mitsubishi , Mirage ,2017," 167,999 ",Manual,21.3,,1.2
 Volkswagen , Vento ,2020," 280,999 ",Automático,14.3,,1.6
 Kia , Sorento ,2016," 384,999 ",Automático,9.8,,3.3
 Nissan , Sentra ,2018," 254,999 ",Manual,14.3,,1.8
 Volkswagen , Golf A7 ,2016," 300,999 ",Automático,17.2,,1.4
 Ford , Fiesta ,2016," 195,999 ",Manual,16.1,,1.6
 Honda , CR-V ,2013," 275,999 ",Automático,8.4,,2.4
 Bmw , Serie 3 ,2014," 310,999 ",Automático,11.8,,2
 Toyota , C-Hr ,2018," 373,999 ",Automático,14.3,,2
 Nissan , March ,2019," 258,999 ",Automático,15.2,,1.6
 Volkswagen , Vento ,2019," 237,999 ",Automático,14.3,,1.6
 Seat , Ibiza ,2018," 264,999 ",Manual,15.9,,1.6
 Mercedes Benz , Clase Gle ,2017," 744,999 ",Automático,8.9,,3
 Renault , Captur ,2018," 247,999 ",Manual,14.9,,2
 Renault , Sandero ,2017," 187,999 ",Manual,14.5,,1.6
 Suzuki , S-Cross ,2018," 350,999 ",Automático,15.4,,1.4
 Nissan , Altima ,2017," 310,999 ",Automático,9.4,,3.5
 Chevrolet , Trax ,2020," 338,999 ",Automático,15.2,,1.8
 Volkswagen , Vento ,2019," 248,999 ",Manual,14.3,,1.6
 Mazda , Mazda 3 ,2019," 350,999 ",Automático,9.8,,2.5
 Chevrolet , Sonic ,2017," 195,999 ",Manual,14.5,,
 Kia , Sportage ,2019," 405,999 ",Automático,12.7,,
 Chevrolet , Spark ,2017," 197,999 ",Manual,17.9,,
 Bmw , X4 ,2017," 732,999 ",Automático,10,,
 Honda , BR-V ,2019," 351,999 ",Automático,6.3,,
 Chevrolet , Trax ,2019," 305,999 ",Manual,16.9,,1.8
 Kia , Forte ,2018," 282,999 ",Manual,13.2,,
 Volkswagen , Up ,2018," 236,999 ",Manual,16.4,,
 Audi , Q5 Quattro ,2020," 918,999 ",Automático,11.2,,
 Kia , Rio ,2018," 236,999 ",Manual,15.6,,
 Hyundai , Grand i10 ,2018," 233,999 ",Automático,16.7,,
 Mercedes Benz , Clase Glk ,2015," 385,999 ",Automático,7.4,Gasolina,3
 Toyota , RAV4 ,2013," 264,999 ",Automático,14.5,,2.5
 Mazda , Cx-3 ,2017," 325,999 ",Automático,15.4,,2
 Honda , Odyssey ,2018," 651,999 ",Automático,10,,3.5
 Chevrolet , Sonic ,2017," 202,999 ",Manual,14.7,,1.6
 Bmw , Serie 1 ,2019," 497,999 ",Automático,17.9,,1.5
 Audi , A3 ,2018," 427,999 ",Automático,14.3,,
 Bmw , Serie 1 ,2017," 374,999 ",Automático,13.3,,
 Nissan , Versa ,2020," 281,999 ",Automático,18.2,,
 Nissan , Sentra ,2015," 213,999 ",Automático,17.2,,
 Mazda , Mazda 3 ,2018," 335,999 ",Automático,9.8,,
 Mazda , CX-9 ,2017," 466,999 ",Automático,11.1,,
 Hyundai , Tucson ,2018," 365,999 ",Automático,14.5,,
 Mg , Zs ,2022," 422,999 ",Manual,14.1,,
 Audi , Q5 Quattro ,2018," 609,999 ",Automático,11.2,,
 Jac , SEI3 ,2019," 324,999 ",Automático,14,,
 Nissan , Murano ,2019," 605,999 ",Automático,8.6,,
 Mercedes Benz , Clase C ,2016," 463,999 ",Automático,9.1,,
 Mazda , Cx-3 ,2018," 332,999 ",Automático,15.4,,2
 Chevrolet , Aveo ,2018," 211,999 ",Manual,17.5,,1.6
 Mazda , Mazda 3 ,2016," 251,999 ",Automático,9.6,,2
 Lincoln , MKZ ,2016,,Automático,11.8,,2
 Chevrolet , Cavalier ,2018," 244,999 ",Automático,16.7,,1.5
 Kia , Forte ,2017," 253,999 ",Automático,15.9,,2
 Honda , CR-V ,2012," 262,999 ",Automático,10.3,,2.4
 Suzuki , Swift ,2018," 255,999 ",Manual,19.6,,1.2
 Volkswagen , Jetta A7 ,2019," 420,999 ",Automático,15.9,,1.4
 Volkswagen , Tiguan ,2018," 509,999 ",Automático,12,,2
 Toyota , Prius ,2018," 376,999 ",Automático,31.3,,1.8
 Nissan , March ,2020," 252,999 ",Manual,6.2,,1.6
 Kia , Sorento ,2016," 310,999 ",Automático,12.8,,2.4
 Mazda , MX-5 ,2017," 345,999 ",Manual,13.5,,2
 Volkswagen , Jetta A6 ,2016," 238,999 ",Automático,11.8,,2.5
 Mercedes Benz , Clase C ,2017," 522,999 ",Automático,13.3,,2
 Volkswagen , Tiguan ,2020," 493,999 ",Automático,14.9,,1.4
 Kia , Rio ,2017," 219,999 ",Manual,15.6,,1.6
 Honda , CR-V ,2017," 395,999 ",Automático,9.7,,1.5
 Buick , Envision ,2017," 409,999 ",Automático,12.7,,2
 Chevrolet , Cruze ,2018," 323,999 ",Automático,16.1,,1.4
 Mazda , Mazda 3 ,2016," 266,999 ",Automático,9.8,,2.5
 Bmw , Serie 3 ,2019," 739,999 ",Automático,12,,2
 Ford , Escape ,2016," 301,999 ",Automático,9.8,,2
 Audi , Q5 Quattro ,2019," 747,999 ",Automático,11.2,,
 Honda , Hr-V ,2019," 365,999 ",Automático,15.2,,
 Ford , Fiesta ,2016," 189,999 ",Manual,16.1,,
 Kia , Forte ,2020," 300,999 ",Manual,15.9,,
 Hyundai , Tucson ,2017," 367,999 ",Automático,14.5,,
 Suzuki , Swift ,2019," 280,999 ",Manual,19.6,,
 Land Rover , Range Rover Evoque ,2016," 534,999 ",Automático,9.7,,
 Audi , A4 ,2021," 756,999 ",Automático,15.4,,
 Mazda , CX-5 ,2018," 399,999 ",Automático,14.5,,
 Toyota , Corolla ,2016," 256,999 ",Automático,15.9,,
 Kia , Soul ,2018," 259,999 ",Manual,14.7,,
 Mg , Zs ,2021," 388,999 ",Manual,14.1,,
 Alfa Romeo , Mito ,2019," 448,999 ",Manual,15.9,,
 Toyota , Yaris ,2018," 223,999 ",Manual,17.5,17.5,1.5
 Kia , Sorento ,2018," 545,999 ",Automático,9.1,,3.3
 Nissan , Sentra ,2019," 327,999 ",Automático,16.7,,1.8
 Volkswagen , Beetle ,2018," 417,999 ",Automático,11.2,,2.5
 Renault , Fluence ,2017," 221,999 ",Automático,8.7,,2
 Chevrolet , Spark ,2017," 191,999 ",Manual,17.9,,1.2
 Honda , City ,2019," 312,999 ",Automático,18.2,,1.5
 Hyundai , Creta ,2018," 307,999 ",Automático,14.3,,1.6
 Suzuki , Ciaz ,2018," 254,999 ",Manual,17.2,,1.4
 Hyundai , Tucson ,2016," 325,999 ",Automático,14.5,,2
 Dodge , Challenger ,2017," 449,999 ",Automático,7,,3.6
 Toyota , C-Hr ,2018," 380,999 ",Automático,14.3,,2
 Hyundai , Accent ,2018," 227,999 ",Manual,15.2,,1.6
 Ford , Explorer ,2017," 557,999 ",Automático,9.3,,4
 Renault , Stepway ,2018," 207,999 ",Manual,15.2,,1.6
 Chevrolet , Spark ,2016," 198,999 ",Manual,18.5,,1.4
 Volkswagen , Golf SportWagen ,2016," 330,999 ",Manual,16.7,,2
 Honda , Odyssey ,2015," 358,999 ",Automático,6.5,,3.5
 Volkswagen , Virtus ,2020," 315,999 ",Manual,15.4,,1.6
 Renault , Oroch ,2019," 360,999 ",Automático,12.3,,2
 Kia , Sportage ,2019," 413,999 ",Automático,12.7,,2
 Infiniti , QX60 ,2016," 441,999 ",Automático,9.6,,3.5
 Nissan , Sentra ,2018," 253,999 ",Manual,14.3,,1.8
 Kia , Rio ,2017," 223,999 ",Manual,15.6,,1.6
 Mazda , Mazda 3 ,2018," 322,999 ",Automático,9.8,,2.5
 Land Rover , Range Rover Sport ,2014," 737,999 ",Automático,5.5,,5
 Chevrolet , Cavalier ,2019," 268,999 ",Automático,17.5,,1.5
 Volkswagen , Vento ,2019," 247,999 ",Manual,14.3,,1.6
 Kia , Sorento ,2017," 431,999 ",Automático,9.8,,3.3
 Toyota , Yaris ,2017," 222,999 ",Automático,17.2,,1.5
 Hyundai , Elantra ,2016," 242,999 ",Automático,17.5,,
 Nissan , Sentra ,2016," 250,999 ",Automático,16.7,,
 Volkswagen , Up ,2017," 211,999 ",Manual,16.4,,
 Toyota , Highlander ,2016," 452,999 ",Automático,9.9,,
 Chevrolet , Sonic ,2017," 210,999 ",Manual,14.7,,
 Honda , Odyssey ,2017," 482,999 ",Automático,9.9,,"3,5"
 Mini , Cooper S ,2019," 461,999 ",Automático,13.3,,2
 Volkswagen , Vento ,2019," 229,999 ",Manual,14.3,,1.6
 Mitsubishi , Mirage ,2018," 206,999 ",Manual,21.3,,1.2
 Mazda , Cx-3 ,2019," 370,999 ",Automático,15.4,,2
 Infiniti , QX60 ,2017," 534,999 ",Automático,9,,3.5
 Nissan , Tiida ,2018," 206,999 ",Automático,12.7,,1.8
 Chevrolet , Aveo ,2020," 228,999 ",Manual,17.5,,1.6
 Mazda , Mazda 3 ,2018," 334,999 ",Automático,9.8,,2.5
 Renault , Kangoo ,2019," 323,999 ",Manual,14.3,,1.6
 Volkswagen , Tiguan ,2017," 349,999 ",Automático,14.9,,1.4
 Seat , Ibiza ,2021," 349,999 ",Manual,15.9,,
 Ford , Figo ,2016," 217,999 ",Automático,17.2,,
 Suzuki , Vitara ,2018," 339,999 ",Automático,15.6,,
 Chevrolet , Equinox ,2017," 327,999 ",Automático,9.3,,
 Kia , Rio ,2017," 244,999 ",Manual,15.6,,
 Mazda , Mazda 3 ,2017," 291,999 ",Automático,9.8,,
 Kia , Sorento ,2018," 382,999 ",Automático,12.8,,
 Mazda , Mazda 3 ,2016," 253,999 ",Automático,9.6,,
 Jeep , Grand Cherokee ,2015," 468,999 ",Automático,9.2,,
 Bmw , Serie 1 ,2019," 503,999 ",Automático,13.3,,
 Volkswagen , Vento ,2018," 219,999 ",Automático,14.3,,
 Volkswagen , Tiguan ,2019," 474,999 ",Automático,14.9,,
 Mini , Cooper ,2019," 403,999 ",Manual,17.5,,
 Chevrolet , Equinox ,2017," 313,999 ",Automático,9.3,,
 Hyundai , Creta ,2019,,Automático,14.3,,
 Kia , Rio ,2016," 236,999 ",Manual,15.6,,
 Chevrolet , Onix ,2021," 327,999 ",Automático,16.4,,
 Volkswagen , Passat ,2016," 308,999 ",Automático,11.5,,
 Chevrolet , Aveo ,2018," 198,999 ",Manual,17.5,,
 Kia , Forte ,2018," 311,999 ",Automático,13.3,,
 Ford , Edge ,2016," 402,999 ",Automático,9.1,,2.7
 Renault , Duster ,2018," 256,999 ",Automático,12.7,,2
 Chevrolet , Cheyenne ,2017," 611,999 ",Automático,8.8,,5.3
 Nissan , Altima ,2019," 413,999 ",Automático,15.6,,2.5
 Nissan , Pathfinder ,2014," 311,999 ",Automático,11,,3.5
 Honda , CR-V ,2017," 424,999 ",Automático,9.7,,1.5
 Audi , Q5 Quattro ,2020," 812,999 ",Automático,11.2,Gasolina,2
 Hyundai , Accent ,2019," 274,999 ",Automático,15.9,Gasolina,1.6
 Seat , Leon ,2021," 487,999 ",Automático,17.9,Gasolina,1.4
 Bmw , Serie 5 ,2018," 818,999 ",Automático,9.2,,4.4
 Volkswagen , Jetta A6 ,2017," 390,999 ",Automático,14.7,,2
 Kia , Rio ,2018," 268,999 ",Manual,15.6,,1.6
 Chevrolet , Aveo ,2018," 206,999 ",Manual,17.5,,1.6
 Suzuki , Vitara ,2016," 285,999 ",Automático,15.6,,1.6
 Volkswagen , Jetta A7 ,2019," 341,999 ",Manual,17.2,,1.4
 Mazda , Cx-3 ,2017," 318,999 ",Automático,15.4,,2
 Audi , A1 Sportback ,2015," 290,999 ",Automático,15.6,,1.4
 Chevrolet , Trax ,2015," 232,999 ",Automático,15.2,,1.8
 Honda , Hr-V ,2017," 309,999 ",Automático,15.2,,1.8
 Honda , CR-V ,2016," 320,999 ",Automático,9.7,,2.4
 Seat , Toledo ,2018," 282,999 ",Automático,15.4,,1.4
 Toyota , C-Hr ,2018," 378,999 ",Automático,14.3,,2
 Toyota , Yaris ,2017," 249,999 ",Automático,17.2,,1.5
 Chevrolet , Trax ,2018," 293,999 ",Automático,15.2,,1.8
 Smart , Forfour ,2018," 310,999 ",Automático,19.2,,1
 Kia , Forte ,2017," 216,999 ",Manual,15.9,,2
 Mazda , Mazda 3 ,2016," 252,999 ",Manual,8.9,,2.5
 Hyundai , Creta ,2018," 304,999 ",Automático,14.3,,1.6
 Honda , Accord ,2015," 284,999 ",Automático,9.9,,2.4
 Mercedes Benz , Clase A ,2019," 598,999 ",Automático,15.4,,1.6
 Volkswagen , Tiguan ,2018," 411,999 ",Automático,14.9,,1.4
 Renault , Stepway ,2019," 238,999 ",Manual,15.2,,1.6
 Chevrolet , Sonic ,2016," 174,999 ",Manual,14.7,,1.6
 Honda , Odyssey ,2016," 412,999 ",Automático,9.9,,3.5
 Honda , Hr-V ,2018," 376,999 ",Automático,15.2,,1.8
 Chevrolet , Cavalier ,2019," 272,999 ",Automático,6,,1.5
 Mazda , Mazda 6 ,2021," 543,999 ",Automático,11.4,,2.5
 Chevrolet , Malibu ,2019," 371,999 ",Automático,14.7,,1.5
 Kia , Rio ,2020," 305,999 ",Automático,15.6,,1.6
 Mazda , Mazda 2 ,2020," 367,999 ",Automático,18.5,,1.5
 Chevrolet , Aveo ,2018," 235,999 ",Automático,16.7,,1.6
 Seat , Ibiza ,2020," 282,999 ",Automático,15.9,,1.6
 Ford , Figo ,2017," 209,999 ",Automático,17.2,,1.5
 Chevrolet , Sonic ,2017," 204,999 ",Manual,14.7,,1.6
 Acura , ILX ,2016," 324,999 ",Automático,9.8,,2.4
 Honda , Civic ,2017," 317,999 ",Automático,16.7,,2
 Nissan , Sentra ,2018," 313,999 ",Automático,16.7,,1.8
 Mazda , Cx-3 ,2017," 304,999 ",Automático,15.4,,2
 Ford , Figo ,2017," 188,999 ",Manual,16.7,,1.5
 Nissan , Sentra ,2018," 330,999 ",Automático,16.7,,1.8
 Fiat , Uno ,2019," 211,999 ",Manual,14.7,,1.4
 Buick , Encore ,2019," 378,999 ",Automático,13.2,,1.4
 Mazda , Mazda 2 ,2017," 257,999 ",Manual,18.5,,1.5
 Chevrolet , Spark ,2017," 170,999 ",Manual,17.9,,
 Volkswagen , Jetta A7 ,2019," 412,999 ",Automático,15.9,,
 Mazda , Mazda 3 ,2018," 326,999 ",Automático,9.6,,
 Chevrolet , Beat ,2020," 231,999 ",Manual,18.2,,
 Volkswagen , Vento ,2019," 268,999 ",Manual,13.9,,
 Volkswagen , Beetle ,2016," 304,999 ",Automático,11.6,,
 Mazda , CX-5 ,2015," 290,999 ",Automático,14.5,,
 Volkswagen , Vento ,2018," 229,999 ",Automático,14.3,,
 Bmw , Serie 1 ,2018," 483,999 ",Automático,13.3,,
 Ford , Figo ,2019," 257,999 ",Automático,17.2,,
 Nissan , March ,2021," 274,999 ",Manual,16.1,,
 Fiat , 500 ,2015," 298,999 ",Automático,14.5,,
 Chevrolet , Aveo ,2018," 209,999 ",Manual,17.5,,
 Buick , Encore GX ,2021," 614,999 ",Automático,13.2,,
 Mazda , MX-5 ,2017," 411,999 ",Automático,13.5,Gasolina,2
 Nissan , Murano ,2019," 566,999 ",Automático,8.6,,
 Nissan , Maxima ,2017," 366,999 ",Automático,8.1,,
 Renault , Duster ,2018," 235,999 ",Manual,14.9,,
 Hyundai , Tucson ,2016," 341,999 ",Automático,14.5,,
 Toyota , Highlander ,2013," 317,999 ",Automático,9.9,,
 Mercedes Benz , Clase Gla ,2020," 722,999 ",Automático,12.7,,
 Toyota , Camry ,2018," 363,999 ",Automático,15.4,Gasolina,"2,5"
 Nissan , Versa ,2018," 221,999 ",Automático,18.2,,"1,6"
 Audi , A1 Sportback ,2018," 376,999 ",Automático,15.6,,1.4
 Honda , Fit ,2017," 234,999 ",Manual,15.9,,1.5
 Kia , Sportage ,2016," 315,999 ",Automático,12.7,,2
 Mini , Cooper S ,2018," 380,999 ",Manual,13.3,,2
 Volkswagen , Tiguan ,2014," 274,999 ",Automático,9.9,,2
 Ford , Focus ,2016," 207,999 ",Automático,15.2,,2
 Jeep , Wrangler ,2017," 767,999 ",Automático,9.8,,3.6
 Volkswagen , Vento ,2018," 222,999 ",Automático,14.3,,1.6
 Nissan , Sentra ,2017," 268,999 ",Automático,16.7,,1.8
 Bmw , X3 ,2017," 529,999 ",Automático,7.8,,3
 Volkswagen , Jetta A7 ,2019," 360,999 ",Automático,15.9,,1.4
 Nissan , Kicks ,2017," 268,999 ",Automático,16.9,,1.6
 Kia , Sportage ,2017," 368,999 ",Automático,12.3,,2.4
 Nissan , Sentra ,2019," 294,999 ",Automático,17.2,,1.8
 Nissan , Versa ,2019," 257,999 ",Manual,16.4,,1.6
 Nissan , Versa ,2019," 260,999 ",Manual,16.4,,1.6
 Mazda , Cx-3 ,2018," 344,999 ",Automático,15.4,,2
 Audi , A4 ,2018," 445,999 ",Automático,15.4,,2
 Bmw , X1 ,2018," 439,999 ",Automático,15.9,,1.5
 Volkswagen , Jetta A7 ,2019," 345,999 ",Manual,17.2,,1.4
 Bmw , Serie 5 ,2018," 700,999 ",Automático,8.4,,3
 Dodge , Neon ,2018," 222,999 ",Manual,14.1,,1.4
 Nissan , X Trail ,2016," 280,999 ",Automático,13.2,,2.5
 Seat , Ibiza ,2019," 294,999 ",Manual,15.9,,1.6
 Fiat , Uno ,2020," 249,999 ",Manual,11.9,,1.3
 Volkswagen , Jetta A7 ,2019," 342,999 ",Automático,15.9,,
 Nissan , Murano ,2019," 499,999 ",Automático,8.6,,3.5
 Chevrolet , Spark ,2018," 249,999 ",Automático,18.5,,1.4
 Bmw , Serie 2 ,2018," 541,999 ",Automático,13.2,,2
 Chevrolet , Sonic ,2017," 204,999 ",Manual,14.7,,1.6
 Toyota , Prius ,2016," 301,999 ",Automático,31.3,,1.8
 Mazda , Mazda 3 ,2018," 315,999 ",Manual,15.4,,2.5
 Chevrolet , Aveo ,2018," 203,999 ",Manual,17.5,,
 Mazda , Mazda 3 ,2018," 324,999 ",Automático,9.8,,
 Ford , Escape ,2015," 272,999 ",Automático,9.8,,
 Volkswagen , Vento ,2018," 231,999 ",Manual,14.3,,
 Mini , John Cooper Works ,2019," 605,999 ",Automático,11.1,,
 Volkswagen , Golf A7 ,2017," 334,999 ",Automático,15.9,,1.4
 Audi , Q2 ,2018," 487,999 ",Automático,14.9,,
 Jeep , Patriot ,2015," 256,999 ",Automático,11.9,,
 Volkswagen , Vento ,2019," 240,999 ",Manual,14.3,,
 Toyota , Avanza ,2020," 316,999 ",Automático,13.9,,
 Mazda , CX-5 ,2019," 507,999 ",Automático,11.8,,
 Volkswagen , GTI Golf A7 ,2019," 571,999 ",Automático,14.5,,
 Volkswagen , Jetta A6 ,2018," 277,999 ",Manual,12.3,,
 Mazda , Mazda 3 ,2020," 380,999 ",Automático,9.8,,
 Kia , Rio ,2018," 281,999 ",Manual,15.6,,
 Renault , Sandero ,2015," 187,999 ",Automático,11.8,,
 Suzuki , S-Cross ,2021," 455,999 ",Automático,15.4,,
 Chevrolet , Sonic ,2017," 204,999 ",Manual,14.7,,
 Mazda , Mazda 2 ,2018," 305,999 ",Automático,18.5,,
 Mini , Cooper ,2018," 374,999 ",Manual,17.5,,
 Infiniti , QX70 ,2017," 565,999 ",Automático,8.6,,
 Mercedes Benz , Clase Gla ,2018," 501,999 ",Automático,13.5,,
 Jeep , Grand Cherokee ,2018," 598,999 ",Automático,9.2,,
 Mazda , Mazda 3 ,2016," 259,999 ",Manual,11.2,,
 Mazda , Mazda 3 ,2018," 313,999 ",Automático,10.4,,
 Mazda , Mazda 3 ,2016," 279,999 ",Automático,9.6,,
 Volkswagen , Jetta A6 ,2018," 281,999 ",Automático,12.7,,
 Ford , Ranger ,2022," 860,999 ",Automático,9.5,,
 Ford , Focus ,2018," 301,999 ",Automático,15.2,,2
 Toyota , Highlander ,2016," 438,999 ",Automático,9.9,,"3,5"
 Chevrolet , Cavalier ,2019," 252,999 ",Manual,17.5,,1.5
 Mazda , Mazda 3 ,2018," 329,999 ",Automático,9.8,,2.5
 Lincoln , MKZ ,2014," 297,999 ",Automático,11.8,,2
 Hyundai , Elantra ,2018," 268,999 ",Automático,17.5,,2
 Mercedes Benz , Clase C ,2016," 368,999 ",Automático,9.9,,2
 Volkswagen , Polo ,2020," 282,999 ",Manual,15.2,,1.6
 Jeep , Grand Cherokee ,2014," 399,999 ",Automático,9.2,,3.6
 Ford , Escape ,2014," 226,999 ",Automático,9.8,,2.5
 Hyundai , ix35 ,2015," 253,999 ",Automático,14.5,,2
 Nissan , Kicks ,2018," 326,999 ",Automático,17.5,,1.6
 Volkswagen , Vento ,2019," 257,999 ",Automático,14.3,,
 Chevrolet , Cavalier ,2019," 254,999 ",Manual,17.5,,1.5
 Volkswagen , Jetta A7 ,2019," 337,999 ",Manual,17.2,,1.4
 Audi , A5 ,2018," 698,999 ",Automático,15.4,,
 Nissan , Sentra ,2016," 222,999 ",Automático,17.2,,
 Jeep , Grand Cherokee ,2017," 563,999 ",Automático,9.2,,
 Jeep , Grand Cherokee ,2017," 650,999 ",Automático,9.2,Gasolina,3.6
 Bmw , X1 ,2019," 528,999 ",Automático,15.9,,
 Kia , Optima ,2017," 311,999 ",Automático,11.9,,
 Kia , Forte ,2018," 326,999 ",Automático,13.2,,
 Toyota , Yaris ,2018," 273,999 ",Automático,17.2,,
 Chevrolet , Equinox ,2021," 571,999 ",Automático,14.7,,
 Mazda , Mazda 3 ,2018," 316,999 ",Automático,9.8,,2.5
 Kia , Sorento ,2016," 358,999 ",Automático,9.8,,3.3
 Audi , A1 ,2017," 348,999 ",Automático,15.6,,1.4
 Honda , Hr-V ,2019," 346,999 ",Manual,13.5,,1.8
 Seat , Ibiza ,2017," 225,999 ",Manual,15.9,,1.6
 Mazda , Mazda 3 ,2018," 314,999 ",Manual,15.4,,2.5
 Bmw , Serie 4 ,2016," 488,999 ",Automático,10.9,,3
 Kia , Rio ,2017," 254,999 ",Manual,15.6,,1.6
 Nissan , Sentra ,2018," 270,999 ",Automático,17.2,,1.8
 Mazda , Cx-30 ,2021," 493,999 ",Automático,13.5,,3
 Hyundai , Sonata ,2018," 376,999 ",Automático,12,,2
 Chevrolet , Trax ,2019," 295,999 ",Manual,16.9,,1.8
 Hyundai , Accent ,2018," 244,999 ",Automático,16.1,,
 Hyundai , Accent ,2020," 305,999 ",Automático,16.1,,
 Kia , Rio ,2018," 271,999 ",Automático,15.6,,
 Mazda , Mazda 3 ,2018," 325,999 ",Automático,9.8,,
 Jeep , Grand Cherokee ,2017," 573,999 ",Automático,9.2,,
 Seat , Leon ,2017," 285,999 ",Automático,17.9,,
 Nissan , Versa ,2018," 227,999 ",Manual,16.4,,
 Seat , Toledo ,2019," 246,999 ",Manual,13.7,,
 Mazda , Mazda 2 ,2018," 291,999 ",Automático,18.5,,
 Nissan , Kicks ,2018," 326,999 ",Automático,17.5,,
 Nissan , Sentra ,2020," 382,999 ",Automático,17.2,,
 Hyundai , Creta ,2018," 337,999 ",Automático,14.3,,
 Seat , Leon ,2018," 446,999 ",Automático,12.3,,2
 Ford , Edge ,2016," 394,999 ",Automático,9.1,,2.7
 Honda , Odyssey ,2015," 361,999 ",Automático,9.9,,3.5
 Volkswagen , Passat ,2017," 301,999 ",Automático,11.5,,2.5
 Toyota , Highlander ,2017," 508,999 ",Automático,9.9,,3.5
 Volkswagen , Jetta A7 ,2019," 333,999 ",Automático,15.9,,1.4
 Kia , Soul ,2021," 399,999 ",Automático,13.2,,2
 Volkswagen , Vento ,2019," 252,999 ",Automático,14.3,,1.6
 Gmc , Acadia ,2017," 477,999 ",Automático,9.4,,3.6
 Kia , Sorento ,2016," 374,999 ",Automático,9.8,,3.3
 Volkswagen , Golf A7 ,2016," 295,999 ",Automático,17.2,,1.4
 Mazda , Mazda 3 ,2018," 328,999 ",Automático,9.8,,2.5
 Toyota , Highlander ,2016," 439,999 ",Automático,9.9,,
 Volkswagen , Beetle ,2017," 309,999 ",Manual,11.6,,2.5
 Mazda , Mazda 2 ,2021," 384,999 ",Automático,18.5,,1.5
 Chevrolet , Aveo ,2018," 232,999 ",Manual,17.5,,1.6
 Chevrolet , Aveo ,2018," 191,999 ",Manual,17.5,,1.6
 Honda , City ,2018," 280,999 ",Automático,18.2,,1.5
 Ford , Escape ,2016," 285,999 ",Automático,9.8,,2.5
 Hyundai , Elantra ,2018," 325,999 ",Automático,17.5,,
 Volkswagen , Golf A7 ,2017," 337,999 ",Automático,15.9,,
 Bmw , Serie 2 ,2018," 582,999 ",Automático,13.2,,
 Kia , Soul ,2017," 321,999 ",Automático,14.7,,
 Kia , Rio ,2020," 300,999 ",Automático,15.6,,
 Nissan , Versa ,2018," 220,999 ",Manual,16.4,,1.6
 Honda , Odyssey ,2015," 367,999 ",Automático,9.9,,
 Suzuki , Vitara ,2019," 321,999 ",Manual,15.4,,
 Volkswagen , Polo ,2020," 290,999 ",Manual,15.2,,
 Ford , Figo ,2020," 283,999 ",Automático,17.2,,
 Volkswagen , Golf A7 ,2018," 391,999 ",Automático,17.2,,
 Mercedes Benz , Clase Cla ,2019," 547,999 ",Automático,15.4,,
 Honda , Hr-V ,2018," 340,999 ",Automático,15.2,,1.8
 Volkswagen , Vento ,2019," 269,999 ",Manual,13.9,,1.6
 Honda , CR-V ,2016," 310,999 ",Automático,9.7,,2.4
 Nissan , X Trail ,2018," 415,999 ",Automático,13.2,,2.5
 Ford , Expedition ,2018," 871,999 ",Automático,9.2,,3.5
 Audi , A5 Sportback ,2016," 480,999 ",Automático,12,,2
