marca,modelo,año,precio,transmisión,rendimiento,combustible,litros,entrega
 Mazda , Mazda 2 ,2019,275999.0,Automático,18.5,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 5132, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Jetta A6 ,2018,268999.0,Manual,12.3,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Bmw , X5 ,2015,535999.0,Automático,7.6,Gasolina,3,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Seat , Toledo ,2018,254999.0,Manual,19.2,Gasolina,1,"{'nombre': 'Domicilio', 'precio': 8420, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Sonic ,2017,203999.0,Automático,13.3,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volvo , Xc90 ,2016,606999.0,Automático,12.7,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , March ,2018,228999.0,Manual,16.1,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Hyundai , Ioniq ,2019,471999.0,Automático,28.6,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Dodge , Journey ,2016,320999.0,Automático,8.2,Gasolina,3.6,"{'nombre': 'Domicilio', 'precio': 7549, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Jeep , Patriot ,2017,336999.0,Automático,9.5,Gasolina,2.4,"{'nombre': 'Domicilio', 'precio': 5777, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mercedes Benz , Clase Glk ,2015,385999.0,Automático,7.4,Gasolina,3,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Hyundai , Creta ,2017,275999.0,Automático,14.3,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Sportage ,2019,408999.0,Automático,12.7,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , Prius ,2017,355999.0,Automático,31.3,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Renault , Stepway ,2018,218999.0,Manual,15.2,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 9357, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , Kicks ,2018,312999.0,Automático,16.9,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 4799, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Amarok ,2020,803999.0,Automático,12.0,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Versa ,2019,212999.0,Manual,15.9,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 8723, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Tracker ,2021,462999.0,Automático,15.2,Gasolina,1.2,"{'nombre': 'Domicilio', 'precio': 8760, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Audi , A1 Sportback ,2018,371999.0,Automático,15.6,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Jetta A6 ,2018,292999.0,Automático,11.8,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Audi , Q5 Quattro ,2018,668999.0,Automático,11.2,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Versa ,2019,250999.0,Manual,16.4,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Jeep , Cherokee ,2015,314999.0,Automático,9.9,Gasolina,2.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Tiguan ,2017,345999.0,Automático,14.9,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 5135, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mercedes Benz , Clase Glc ,2019,728999.0,Automático,10.6,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 11876, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Bmw , Serie 7 ,2018,1224999.0,Automático,6.1,Gasolina,"4,4","{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Sorento ,2017,342999.0,Automático,12.8,Gasolina,"2,4","{'nombre': 'Domicilio', 'precio': 5334, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , CR-V ,2017,415999.0,Automático,9.7,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 7489, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Sonic ,2016,190999.0,Automático,13.3,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , X Trail ,2018,331999.0,Automático,13.5,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Malibu ,2016,264999.0,Automático,14.7,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mercedes Benz , Clase C ,2016,863999.0,Automático,9.0,Gasolina,4,"{'nombre': 'Domicilio', 'precio': 10771, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Seat , Toledo ,2018,230999.0,Automático,14.7,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Sentra ,2017,210999.0,Manual,14.3,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 11151, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Kia , Optima ,2018,306999.0,Automático,13.3,Gasolina,2.4,"{'nombre': 'Domicilio', 'precio': 14118, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Hyundai , ix35 ,2015,235999.0,Manual,11.8,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , CR-V ,2016,321999.0,Automático,9.7,Gasolina,2.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Passat ,2013,237999.0,Automático,9.7,Gasolina,3.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , March ,2019,254999.0,Automático,15.2,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 4458, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mercedes Benz , Clase Cla ,2019,999999.0,Automático,10.4,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , Yaris ,2017,225999.0,Manual,17.5,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 6185, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Ford , Eco Sport ,2015,234999.0,Automático,12.5,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Ford , Eco Sport ,2018,291999.0,Manual,14.9,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Jeep , Renegade ,2019,391999.0,Automático,12.2,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Cheyenne ,2017,817999.0,Automático,7.7,Gasolina,6.2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Sportage ,2016,294999.0,Automático,12.7,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 3704, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , X Trail ,2019,459999.0,Automático,12.7,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Tiguan ,2017,347999.0,Automático,14.9,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 10576, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , CR-V ,2017,377999.0,Automático,9.7,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Colorado ,2015,400999.0,Automático,9.9,Gasolina,6.2,"{'nombre': 'Domicilio', 'precio': 8852, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , Versa ,2018,210999.0,Manual,16.4,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Bmw , X2 ,2019,656999.0,Automático,14.3,Gasolina,"4,4","{'nombre': 'Domicilio', 'precio': 8848, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Seat , Leon ,2020,384999.0,Automático,17.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Audi , A3 ,2019,485999.0,Automático,14.3,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 13430, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , March ,2019,236999.0,Automático,15.2,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 4598, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Audi , A4 ,2017,441999.0,Automático,15.4,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Versa ,2020,309999.0,Manual,16.4,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 6208, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , Mazda 3 ,2018,324999.0,Automático,9.8,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Vento ,2019,254999.0,Automático,14.3,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 12231, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Hyundai , Tucson ,2017,354999.0,Automático,14.5,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 7609, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Audi , Q2 ,2020,682999.0,Automático,10.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , CX-5 ,2019,506999.0,Automático,10.0,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 8302, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mercedes Benz , Clase Glc ,2020,879999.0,Automático,10.6,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Spark ,2018,209999.0,Manual,18.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Soul ,2018,355999.0,Automático,14.7,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 11081, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Buick , Verano ,2015,257999.0,Automático,9.9,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 9304, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Vento ,2018,225999.0,Automático,14.3,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , Corolla ,2015,247999.0,Automático,15.9,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , Civic ,2018,352999.0,Automático,16.7,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 4444, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Trax ,2015,229999.0,Automático,15.2,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Jetta A6 ,2018,265999.0,Manual,12.3,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Forte ,2020,405999.0,Automático,15.9,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Cx-3 ,2017,328999.0,Automático,15.4,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Mazda 3 ,2018,330999.0,Automático,9.8,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Kicks ,2018,318999.0,Automático,5.9,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 12867, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Gol ,2018,223999.0,Manual,17.9,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 13077, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , Mazda 2 ,2018,263999.0,Manual,18.5,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Mazda 3 ,2016,270999.0,Manual,8.9,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 3128, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Polo ,2020,299999.0,Automático,14.5,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , Hr-V ,2019,395999.0,Automático,15.2,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Tiguan ,2016,305999.0,Automático,14.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Vento ,2019,229999.0,Automático,14.3,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , Sienna ,2013,385999.0,Automático,9.6,Gasolina,3.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Aveo ,2017,187999.0,Manual,17.5,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Cx-3 ,2019,367999.0,Automático,15.4,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 13989, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Vento ,2017,197999.0,Manual,14.3,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Mazda 3 ,2016,267999.0,Automático,9.8,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Ford , Fiesta ,2016,197999.0,Automático,16.1,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 14859, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Jetta A6 ,2018,294999.0,Automático,11.8,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 8576, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Aveo ,2020,231999.0,Manual,17.5,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 3404, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Bmw , Serie 1 ,2020,598999.0,Automático,13.3,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , Corolla ,2017,312999.0,Automático,9.4,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Hyundai , Grand i10 ,2020,250999.0,Manual,18.2,Gasolina,1.2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Dodge , Attitude ,2018,202999.0,Manual,20.4,Gasolina,1.2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Peugeot , 2008 ,2019,323999.0,Manual,6.1,Gasolina,1.2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Sorento ,2016,366999.0,Automático,9.8,Gasolina,2.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Buick , Verano ,2015,255999.0,Automático,11.2,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Jetta A6 ,2017,239999.0,Manual,12.3,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , Hr-V ,2016,282999.0,Automático,15.2,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Acura , ILX ,2018,411999.0,Automático,9.8,Gasolina,2.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Dodge , Attitude ,2018,212999.0,Manual,20.4,Gasolina,1.2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Jetta A6 ,2016,239999.0,Automático,12.7,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 3779, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , Versa ,2017,232999.0,Automático,18.5,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 12605, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Gol ,2018,200999.0,Manual,14.9,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Up ,2017,207999.0,Manual,16.4,Gasolina,1,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Vento ,2018,215999.0,Manual,14.3,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Forte ,2016,237999.0,Automático,15.9,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 6255, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Trax ,2016,273999.0,Automático,15.2,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mercedes Benz , Clase Cla ,2017,471999.0,Automático,15.4,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Seltos ,2020,391999.0,Manual,14.6,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Bmw , Serie 5 ,2018,576999.0,Automático,12.3,Gasolina,4.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Cx-30 ,2020,499999.0,Automático,13.5,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 5625, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mercedes Benz , Clase C ,2015,479999.0,Automático,9.1,Gasolina,4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Jeep , Renegade ,2018,412999.0,Automático,12.2,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Hyundai , Accent ,2019,265999.0,Automático,16.1,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 7182, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , Versa ,2020,324999.0,Automático,18.2,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 11841, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , Versa ,2018,235999.0,Automático,18.2,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Seat , Leon ,2018,304999.0,Manual,17.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Versa ,2017,202999.0,Manual,16.4,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 11641, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Tiguan ,2016,322999.0,Automático,9.9,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 3532, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Kia , Rio ,2019,295999.0,Automático,15.6,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 7266, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Spark ,2019,256999.0,Manual,18.5,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Versa ,2017,202999.0,Manual,16.4,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Polo ,2018,241999.0,Automático,14.5,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Aveo ,2020,249999.0,Manual,17.5,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 12904, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , Mazda 3 ,2016,265999.0,Automático,9.8,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Camaro ,2018,673999.0,Automático,8.9,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 12604, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Traverse ,2019,671999.0,Automático,8.7,Gasolina,3.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Seat , Leon ,2018,333999.0,Automático,17.9,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 10072, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Ford , Lobo ,2016,502999.0,Automático,7.4,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Aveo ,2018,212999.0,Manual,17.5,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 14567, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Jeep , Patriot ,2015,255999.0,Automático,11.9,Gasolina,2.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Jeep , Compass ,2019,435999.0,Automático,12.7,Gasolina,2.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , March ,2019,240999.0,Automático,15.2,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
